word1,word2,frame_overlap,frame_distance
force,mastication,0.0,inf
process,mastication,0.0,inf
term,used,0.0,inf
term,indicate,0.0,inf
term,form,0.0,inf
term,data,0.0,inf
used,indicate,0.0,inf
used,form,0.0,inf
used,data,0.0,inf
indicate,form,0.0,inf
indicate,data,0.0,inf
form,data,0.030303030303030304,0
way,one,0.043010752688172046,0
way,conduct,0.04,0
one,conduct,0.021505376344086023,0
experience,working,0.0,inf
experience,earlier.,0.0,inf
working,earlier.,0.0,inf
incidence,due,0.0,inf
incidence,rise,0.0,inf
incidence,global,0.0,inf
incidence,temperature.,0.0,inf
due,rise,0.045454545454545456,0
due,global,0.0,inf
due,temperature.,0.0,inf
rise,global,0.0,inf
rise,temperature.,0.0,inf
global,temperature.,0.0,inf
related,sound,0.0,inf
related,sense,0.0,inf
sound,sense,0.1,0
empty,space,0.0,inf
empty,piece,0.0,inf
empty,paper.,0.0,inf
space,piece,0.0,inf
space,paper.,0.0,inf
piece,paper.,0.0,inf
document,another,0.0,inf
document,bank,0.0,inf
document,/,0.0,inf
document,bill,0.0,inf
document,specific,0.0,inf
document,amount,0.0,inf
document,person,0.0,inf
document,per,0.0058823529411764705,0
document,terms.,0.0,inf
another,bank,0.0,inf
another,/,0.0,inf
another,bill,0.0,inf
another,specific,0.0,inf
another,amount,0.0,inf
another,person,0.0,inf
another,per,0.0,inf
another,terms.,0.0,inf
bank,/,0.0,inf
bank,bill,0.0,inf
bank,specific,0.0,inf
bank,amount,0.14285714285714285,0
bank,person,0.0,inf
bank,per,0.011764705882352941,0
bank,terms.,0.0,inf
/,bill,0.0,inf
/,specific,0.0,inf
/,amount,0.0,inf
/,person,0.0,inf
/,per,0.0,inf
/,terms.,0.0,inf
bill,specific,0.0,inf
bill,amount,0.14285714285714285,0
bill,person,0.0,inf
bill,per,0.011764705882352941,0
bill,terms.,0.0,inf
specific,amount,0.0,inf
specific,person,0.0,inf
specific,per,0.0,inf
specific,terms.,0.0,inf
amount,person,0.0,inf
amount,per,0.0,inf
amount,terms.,0.0,inf
person,per,0.06470588235294118,0
person,terms.,0.0,inf
per,terms.,0.0,inf
evil,male,0.2,0
evil,spirit,0.0,inf
evil,supposed,0.0,inf
evil,sexual,0.0,inf
evil,intercourse,0.0,inf
evil,sleep,0.0,inf
male,spirit,0.0,inf
male,supposed,0.0,inf
male,sexual,0.0,inf
male,intercourse,0.0,inf
male,sleep,0.0,inf
spirit,supposed,0.0,inf
spirit,sexual,0.0,inf
spirit,intercourse,0.0,inf
spirit,sleep,0.0,inf
supposed,sexual,0.0,inf
supposed,intercourse,0.0,inf
supposed,sleep,0.0,inf
sexual,intercourse,0.0,inf
sexual,sleep,0.0,inf
intercourse,sleep,0.0,inf
sight,maturity.,0.0,inf
product,indian,0.0,inf
product,standard,0.0,inf
product,association.,0.0,inf
indian,standard,0.0,inf
indian,association.,0.0,inf
standard,association.,0.0,inf
person,supervisor,0.125,0
person,capacity,0.0,inf
supervisor,capacity,0.0,inf
railway,vehicle.,0.0,inf
sensation,chest,0.0,inf
order,head,0.0,inf
order,state,0.0,inf
order,may,0.0,inf
order,later,0.0,inf
head,state,0.038461538461538464,0
head,may,0.07692307692307693,0
head,later,0.038461538461538464,0
state,may,0.13333333333333333,0
state,later,0.0,inf
may,later,0.0,inf
entrance,inside,0.0,inf
entrance,body,0.0,inf
entrance,tract.,0.0,inf
inside,body,0.0,inf
inside,tract.,0.0,inf
body,tract.,0.0,inf
characteristic,physical,0.0,inf
characteristic,individual,0.0,inf
physical,individual,0.0,inf
group,cell,0.0,inf
group,organism,0.0,inf
group,single,0.0,inf
group,cell.,0.0,inf
cell,organism,0.0,inf
cell,single,0.0,inf
cell,cell.,0.09090909090909091,0
organism,single,0.0,inf
organism,cell.,0.0,inf
single,cell.,0.0,inf
killing,mother,0.1111111111111111,0
killing,son,0.0,inf
killing,daughter,0.0,inf
mother,son,0.0425531914893617,0
mother,daughter,0.1111111111111111,0
son,daughter,0.02127659574468085,0
something,return,0.0,inf
abnormal,usually,0.0,inf
person,expert,0.0,inf
person,science,0.0,inf
person,works,0.0,inf
person,-,0.015151515151515152,0
person,patient,0.0,inf
person,department,0.0,inf
person,hospital.,0.0,inf
expert,science,0.0,inf
expert,works,0.0,inf
expert,-,0.005050505050505051,0
expert,patient,0.0,inf
expert,department,0.0,inf
expert,hospital.,0.0,inf
science,works,0.0,inf
science,-,0.0,inf
science,patient,0.0,inf
science,department,0.0,inf
science,hospital.,0.0,inf
works,-,0.0,inf
works,patient,0.0,inf
works,department,0.0,inf
works,hospital.,0.0,inf
-,patient,0.0,inf
-,department,0.0,inf
-,hospital.,0.005050505050505051,0
patient,department,0.0,inf
patient,hospital.,0.0,inf
department,hospital.,0.0,inf
computer,fragment,0.25,0
computer,attack,0.0,inf
computer,packet,0.0,inf
computer,middle,0.0,inf
computer,another,0.0,inf
computer,system,0.0,inf
computer,memory,0.0,inf
computer,contain,0.0,inf
fragment,attack,0.0,inf
fragment,packet,0.0,inf
fragment,middle,0.0,inf
fragment,another,0.0,inf
fragment,system,0.0,inf
fragment,memory,0.0,inf
fragment,contain,0.0,inf
attack,packet,0.0,inf
attack,middle,0.0,inf
attack,another,0.0,inf
attack,system,0.0,inf
attack,memory,0.0,inf
attack,contain,0.0,inf
packet,middle,0.0,inf
packet,another,0.0,inf
packet,system,0.0,inf
packet,memory,0.0,inf
packet,contain,0.0,inf
middle,another,0.0,inf
middle,system,0.0,inf
middle,memory,0.0,inf
middle,contain,0.0,inf
another,system,0.0,inf
another,memory,0.0,inf
another,contain,0.0,inf
system,memory,0.0,inf
system,contain,0.0,inf
memory,contain,0.0,inf
appear,proficiency,0.0,inf
appear,test.,0.0,inf
proficiency,test.,0.0,inf
building,server,0.0,inf
building,incorporate,0.0,inf
building,client,0.0,inf
building,application,0.0,inf
building,different,0.0,inf
building,environment,0.0,inf
building,middle,0.0,inf
server,incorporate,0.0,inf
server,client,0.0,inf
server,application,0.0,inf
server,different,0.0,inf
server,environment,0.0,inf
server,middle,0.0,inf
incorporate,client,0.0,inf
incorporate,application,0.0,inf
incorporate,different,0.0,inf
incorporate,environment,0.0,inf
incorporate,middle,0.0,inf
client,application,0.0,inf
client,different,0.0,inf
client,environment,0.0,inf
client,middle,0.0,inf
application,different,0.0,inf
application,environment,0.0,inf
application,middle,0.0,inf
different,environment,0.0,inf
different,middle,0.0,inf
environment,middle,0.0,inf
interest,capital.,0.0,inf
various,extension.,0.0,inf
act,usually,0.0,inf
act,sexual,0.0,inf
act,emotionally,0.0,inf
usually,sexual,0.0,inf
usually,emotionally,0.0,inf
sexual,emotionally,0.0,inf
present,internal,0.0,inf
present,body.,0.0,inf
internal,body.,0.0,inf
p.,previous,0.0,inf
p.,year,0.0,inf
p.,'s,0.011904761904761904,0
previous,year,0.0,inf
previous,'s,0.0,inf
year,'s,0.0,inf
list,interested,0.0,inf
list,government,0.0,inf
list,scheme,0.0,inf
list,manager,0.05,0
list,random,0.0,inf
interested,government,0.0,inf
interested,scheme,0.0,inf
interested,manager,0.0,inf
interested,random,0.0,inf
government,scheme,0.0,inf
government,manager,0.0,inf
government,random,0.0,inf
scheme,manager,0.0,inf
scheme,random,0.0,inf
manager,random,0.0,inf
species,homo,0.0,inf
species,man.,0.0,inf
homo,man.,0.0,inf
form,meaning,0.0,inf
form,container,0.0,inf
form,wine,0.0,inf
form,beer.,0.0,inf
meaning,container,0.0,inf
meaning,wine,0.0,inf
meaning,beer.,0.0,inf
container,wine,0.5,0
container,beer.,0.0,inf
wine,beer.,0.0,inf
end,long,0.021739130434782608,0
end,bone,0.007246376811594203,0
end,upon,0.007246376811594203,0
end,place,0.0,inf
end,attachment,0.007246376811594203,0
long,bone,0.0,inf
long,upon,0.0,inf
long,place,0.0,inf
long,attachment,0.0,inf
bone,upon,0.0,inf
bone,place,0.0,inf
bone,attachment,0.0,inf
upon,place,0.0,inf
upon,attachment,0.0,inf
place,attachment,0.0,inf
body,blood,0.0,inf
body,pressure.,0.0,inf
blood,pressure.,0.0,inf
act,appointing,0.0,inf
act,someone,0.008064516129032258,0
act,chief,0.0,inf
appointing,someone,0.0,inf
appointing,chief,0.0,inf
someone,chief,0.0,inf
long,thin,0.08,0
long,small,0.0,inf
long,-,0.015151515151515152,0
long,headed,0.0,inf
long,first,0.0,inf
long,various,0.0,inf
long,eels,0.0,inf
thin,small,0.0,inf
thin,-,0.020202020202020204,0
thin,headed,0.0,inf
thin,first,0.04,0
thin,various,0.0,inf
thin,eels,0.0,inf
small,-,0.015151515151515152,0
small,headed,0.0,inf
small,first,0.0,inf
small,various,0.0,inf
small,eels,0.0,inf
-,headed,0.010101010101010102,0
-,first,0.010101010101010102,0
-,various,0.0,inf
-,eels,0.0,inf
headed,first,0.0,inf
headed,various,0.0,inf
headed,eels,0.0,inf
first,various,0.0,inf
first,eels,0.0,inf
various,eels,0.0,inf
name,legendary,0.02631578947368421,0
name,figure,0.0,inf
legendary,figure,0.0,inf
please,invest,0.0,inf
please,may,0.125,0
please,cause,0.0,inf
please,heavy,0.0,inf
invest,may,0.0,inf
invest,cause,0.0,inf
invest,heavy,0.0,inf
may,cause,0.0,inf
may,heavy,0.0,inf
cause,heavy,0.0,inf
blind,spot,0.0,inf
blind,present,0.0,inf
blind,back,0.0,inf
blind,eye.,0.0,inf
spot,present,0.07142857142857142,0
spot,back,0.02857142857142857,0
spot,eye.,0.0,inf
present,back,0.02857142857142857,0
present,eye.,0.0,inf
back,eye.,0.02857142857142857,0
process,cash.,0.0,inf
word,means,0.0,inf
word,loss.,0.0,inf
means,loss.,0.0,inf
rise,carefully.,0.0,inf
mr.,senior,0.0,inf
mr.,manager.,0.0,inf
senior,manager.,0.0,inf
process,flow,0.0,inf
process,blood,0.0,inf
process,vessel,0.0,inf
process,surrounding,0.0,inf
flow,blood,0.0,inf
flow,vessel,0.0,inf
flow,surrounding,0.0,inf
blood,vessel,0.0,inf
blood,surrounding,0.0,inf
vessel,surrounding,0.0,inf
tank,mix,0.0,inf
tank,found,0.0,inf
tank,popular,0.0,inf
tank,effective.,0.0,inf
mix,found,0.0,inf
mix,popular,0.0,inf
mix,effective.,0.0,inf
found,popular,0.0,inf
found,effective.,0.0,inf
popular,effective.,0.0,inf
send,test,0.0,inf
send,certificate,0.0,inf
send,envelope,0.0,inf
test,certificate,0.041666666666666664,0
test,envelope,0.0,inf
certificate,envelope,0.0,inf
dominant,trait,0.0,inf
dominant,among,0.0,inf
trait,among,0.0,inf
improper,use,0.0,inf
machine,used,0.0,inf
machine,various,0.0,inf
used,various,0.0,inf
rural,post,0.1,0
rural,harvest,0.0,inf
rural,technology,0.0,inf
rural,developed,0.0,inf
rural,suit,0.0,inf
rural,particular,0.0,inf
rural,area.,0.0,inf
post,harvest,0.0,inf
post,technology,0.0,inf
post,developed,0.0,inf
post,suit,0.0,inf
post,particular,0.0,inf
post,area.,0.0,inf
harvest,technology,0.0,inf
harvest,developed,0.0,inf
harvest,suit,0.0,inf
harvest,particular,0.0,inf
harvest,area.,0.0,inf
technology,developed,0.0,inf
technology,suit,0.0,inf
technology,particular,0.0,inf
technology,area.,0.0,inf
developed,suit,0.0,inf
developed,particular,0.0,inf
developed,area.,0.0,inf
suit,particular,0.0,inf
suit,area.,0.0,inf
particular,area.,0.0,inf
silk,may,0.0,inf
regard,living,0.0,inf
term,used,0.0,inf
term,english,0.0,inf
term,describe,0.0,inf
term,sexual,0.0,inf
term,desire,0.0,inf
used,english,0.0,inf
used,describe,0.0,inf
used,sexual,0.0,inf
used,desire,0.0,inf
english,describe,0.0,inf
english,sexual,0.0,inf
english,desire,0.0,inf
describe,sexual,0.0,inf
describe,desire,0.0,inf
sexual,desire,0.0,inf
account,goods.,0.0,inf
city,south,0.0,inf
passage,vein,0.0,inf
passage,artery.,0.0,inf
vein,artery.,0.0,inf
company,submit,0.0,inf
company,writ,0.0,inf
company,petition,0.0,inf
company,newspaper.,0.0,inf
submit,writ,0.0,inf
submit,petition,0.0,inf
submit,newspaper.,0.0,inf
writ,petition,0.0,inf
writ,newspaper.,0.07692307692307693,0
petition,newspaper.,0.0,inf
condition,invade,0.0,inf
condition,body,0.0,inf
condition,effects,0.0,inf
invade,body,0.0,inf
invade,effects,0.0,inf
body,effects,0.0,inf
study,analysis,0.16666666666666666,0
study,structure,0.0,inf
study,improvement.,0.0,inf
analysis,structure,0.0,inf
analysis,improvement.,0.0,inf
structure,improvement.,0.0,inf
used,system,0.0,inf
used,developed,0.0,inf
used,known,0.0,inf
used,only.,0.0,inf
system,developed,0.0,inf
system,known,0.0,inf
system,only.,0.0,inf
developed,known,0.0,inf
developed,only.,0.0,inf
known,only.,0.0,inf
assets,convertible,0.0,inf
assets,cash.,0.0,inf
convertible,cash.,0.0,inf
charge,variable.,0.0,inf
method,used,0.0,inf
method,classify,0.0,inf
method,different,0.0,inf
used,classify,0.0,inf
used,different,0.0,inf
classify,different,0.0,inf
computer,changed,0.0,inf
computer,obtain,0.0,inf
computer,actual,0.0,inf
changed,obtain,0.0,inf
changed,actual,0.0,inf
obtain,actual,0.0,inf
tax,base,0.0,inf
name,river,0.0,inf
normal,sensitivity,0.0,inf
normal,touch.,0.0,inf
sensitivity,touch.,0.0,inf
sound,feel,0.16666666666666666,0
sound,hand,0.0,inf
feel,hand,0.043478260869565216,0
exchange,standard,0.0,inf
exchange,business,0.0,inf
exchange,information,0.0,inf
exchange,based,0.0,inf
exchange,-,0.0,inf
exchange,counter,0.0,inf
exchange,financial,0.0,inf
exchange,using,0.0,inf
standard,business,0.0,inf
standard,information,0.0,inf
standard,based,0.0,inf
standard,-,0.005050505050505051,0
standard,counter,0.0,inf
standard,financial,0.0,inf
standard,using,0.0,inf
business,information,0.0,inf
business,based,0.0,inf
business,-,0.005050505050505051,0
business,counter,0.0,inf
business,financial,0.0,inf
business,using,0.0,inf
information,based,0.0,inf
information,-,0.0,inf
information,counter,0.0,inf
information,financial,0.0,inf
information,using,0.0,inf
based,-,0.005050505050505051,0
based,counter,0.0,inf
based,financial,0.0,inf
based,using,0.0,inf
-,counter,0.005050505050505051,0
-,financial,0.0,inf
-,using,0.015151515151515152,0
counter,financial,0.0,inf
counter,using,0.0,inf
financial,using,0.0,inf
person,people,0.0625,0
person,resolve,0.0,inf
person,something.,0.0,inf
people,resolve,0.0,inf
people,something.,0.0,inf
resolve,something.,0.0,inf
happening,first.,0.0,inf
price,remain,0.0,inf
price,static,0.0,inf
price,manner.,0.0,inf
remain,static,0.0,inf
remain,manner.,0.0,inf
static,manner.,0.0,inf
relation,two,0.0,inf
relation,always,0.0,inf
two,always,0.0,inf
independent,service,0.0,inf
independent,works,0.0,inf
independent,agency,0.0,inf
independent,payment,0.0,inf
service,works,0.0,inf
service,agency,0.0,inf
service,payment,0.0,inf
works,agency,0.0,inf
works,payment,0.0,inf
agency,payment,0.0,inf
period,time.,0.06666666666666667,0
hide,income,0.0,inf
hide,black,0.0,inf
hide,use,0.0,inf
hide,practice,0.0,inf
income,black,0.0,inf
income,use,0.0,inf
income,practice,0.0,inf
black,use,0.0,inf
black,practice,0.0,inf
use,practice,0.0,inf
pain,originate,0.0,inf
pain,within,0.0,inf
pain,ear.,0.016129032258064516,0
originate,within,0.0,inf
originate,ear.,0.0,inf
within,ear.,0.0,inf
means,advocate,0.0,inf
means,argue,0.0,inf
means,court,0.0,inf
means,law,0.0,inf
advocate,argue,0.0,inf
advocate,court,0.0,inf
advocate,law,0.0,inf
argue,court,0.0,inf
argue,law,0.0,inf
court,law,0.0,inf
tendency,growth,0.0,inf
tendency,money,0.0,inf
tendency,supply,0.0,inf
tendency,outside,0.0,inf
tendency,/,0.0,inf
tendency,forces.,0.0,inf
growth,money,0.0,inf
growth,supply,0.0,inf
growth,outside,0.0,inf
growth,/,0.0,inf
growth,forces.,0.0,inf
money,supply,0.0,inf
money,outside,0.0,inf
money,/,0.0,inf
money,forces.,0.0,inf
supply,outside,0.0,inf
supply,/,0.0,inf
supply,forces.,0.0,inf
outside,/,0.0,inf
outside,forces.,0.0,inf
/,forces.,0.0,inf
medical,science,0.0,inf
medical,related,0.0,inf
science,related,0.0,inf
toxin,plant,0.0,inf
toxin,growth.,0.0,inf
plant,growth.,0.0,inf
organization,legal,0.0,inf
time,verification,0.0,inf
time,cash,0.0,inf
time,balance,0.0,inf
time,auditor,0.0,inf
time,short,0.0,inf
time,certain,0.0,inf
time,amount.,0.0,inf
verification,cash,0.0,inf
verification,balance,0.0,inf
verification,auditor,0.0,inf
verification,short,0.0,inf
verification,certain,0.0,inf
verification,amount.,0.0,inf
cash,balance,0.0,inf
cash,auditor,0.0,inf
cash,short,0.0,inf
cash,certain,0.0,inf
cash,amount.,0.0,inf
balance,auditor,0.0,inf
balance,short,0.0,inf
balance,certain,0.0,inf
balance,amount.,0.0,inf
auditor,short,0.0,inf
auditor,certain,0.0,inf
auditor,amount.,0.0,inf
short,certain,0.0,inf
short,amount.,0.0,inf
certain,amount.,0.0,inf
acute,pain,0.0,inf
tax,gift.,0.0,inf
duty,generally,0.0,inf
duty,action.,0.0,inf
generally,action.,0.0,inf
market,coming,0.0,inf
market,down.,0.0,inf
coming,down.,0.0,inf
inability,perform,0.0,inf
inability,function,0.0,inf
perform,function,0.0,inf
instrument,used,0.0,inf
instrument,capacity,0.0,inf
used,capacity,0.0,inf
vein,used,0.0,inf
vein,artery.,0.0,inf
used,artery.,0.0,inf
person,functional,0.0,inf
person,team,0.0,inf
person,responsible,0.0,inf
person,working.,0.0,inf
functional,team,0.0,inf
functional,responsible,0.0,inf
functional,working.,0.5,0
team,responsible,0.0,inf
team,working.,0.0,inf
responsible,working.,0.0,inf
person,guarantee,0.0,inf
person,may,0.125,0
guarantee,may,0.125,0
profit,quarter,0.0,inf
profit,ending,0.0,inf
quarter,ending,0.0,inf
formation,factor,0.0,inf
formation,way,0.0,inf
formation,get,0.0,inf
formation,parent.,0.0,inf
factor,way,0.0,inf
factor,get,0.0,inf
factor,parent.,0.0,inf
way,get,0.045454545454545456,0
way,parent.,0.0,inf
get,parent.,0.0,inf
among,group.,0.0,inf
used,sedative.,0.0,inf
several,clearly,0.0,inf
several,visible,0.0,inf
clearly,visible,1.0,0
means,information,0.0,inf
means,object,0.0,inf
means,without,0.0,inf
means,coming,0.0,inf
means,direct,0.0,inf
means,contact,0.0,inf
means,it.,0.0,inf
information,object,0.0,inf
information,without,0.0,inf
information,coming,0.0,inf
information,direct,0.0,inf
information,contact,0.0,inf
information,it.,0.0,inf
object,without,0.0,inf
object,coming,0.0,inf
object,direct,0.0,inf
object,contact,0.0,inf
object,it.,0.0,inf
without,coming,0.0,inf
without,direct,0.0,inf
without,contact,0.0,inf
without,it.,0.0,inf
coming,direct,0.0,inf
coming,contact,0.0,inf
coming,it.,0.007692307692307693,0
direct,contact,0.0,inf
direct,it.,0.0,inf
contact,it.,0.0,inf
taken,middle,0.0,inf
taken,day,0.0,inf
taken,group.,0.0,inf
middle,day,0.0,inf
middle,group.,0.0,inf
day,group.,0.0,inf
population,government.,0.0,inf
something,free,0.0,inf
something,bottom.,0.0,inf
free,bottom.,0.0,inf
means,mode,0.0,inf
means,steam.,0.0,inf
mode,steam.,0.0,inf
transfer,extract,0.0,inf
transfer,may,0.0,inf
transfer,help,0.0,inf
transfer,inter,0.0,inf
transfer,-,0.0,inf
extract,may,0.0,inf
extract,help,0.0,inf
extract,inter,0.0,inf
extract,-,0.0,inf
may,help,0.0,inf
may,inter,0.02564102564102564,0
may,-,0.015151515151515152,0
help,inter,0.0,inf
help,-,0.0,inf
inter,-,0.020202020202020204,0
american,national,0.125,0
american,institute,0.0,inf
american,ansi,0.0,inf
american,private,0.0,inf
american,non,0.0,inf
american,-,0.0,inf
american,profit,0.0,inf
american,organization,0.0,inf
american,development,0.0,inf
american,voluntary,0.0,inf
american,personnel,0.0,inf
national,institute,0.0,inf
national,ansi,0.0,inf
national,private,0.0,inf
national,non,0.0,inf
national,-,0.005050505050505051,0
national,profit,0.0,inf
national,organization,0.0,inf
national,development,0.0,inf
national,voluntary,0.0,inf
national,personnel,0.0,inf
institute,ansi,0.0,inf
institute,private,0.0,inf
institute,non,0.0,inf
institute,-,0.0,inf
institute,profit,0.0,inf
institute,organization,0.0,inf
institute,development,0.1,0
institute,voluntary,0.0,inf
institute,personnel,0.0,inf
ansi,private,0.0,inf
ansi,non,0.0,inf
ansi,-,0.005050505050505051,0
ansi,profit,0.0,inf
ansi,organization,0.0,inf
ansi,development,0.0,inf
ansi,voluntary,0.0,inf
ansi,personnel,0.0,inf
private,non,0.0,inf
private,-,0.005050505050505051,0
private,profit,0.0,inf
private,organization,0.0,inf
private,development,0.0,inf
private,voluntary,0.0,inf
private,personnel,0.0,inf
non,-,0.045454545454545456,0
non,profit,0.0,inf
non,organization,0.0,inf
non,development,0.0,inf
non,voluntary,0.0,inf
non,personnel,0.0,inf
-,profit,0.0,inf
-,organization,0.0,inf
-,development,0.0,inf
-,voluntary,0.0,inf
-,personnel,0.0,inf
profit,organization,0.0,inf
profit,development,0.0,inf
profit,voluntary,0.0,inf
profit,personnel,0.0,inf
organization,development,0.0,inf
organization,voluntary,0.0,inf
organization,personnel,0.0,inf
development,voluntary,0.0,inf
development,personnel,0.0,inf
voluntary,personnel,0.0,inf
way,wants.,0.0,inf
advanced,access,0.0,inf
advanced,content,0.0,inf
advanced,system,0.0,inf
advanced,standard,0.0,inf
advanced,distribution,0.0,inf
advanced,management,0.0,inf
advanced,next,0.3333333333333333,0
advanced,generation,0.3333333333333333,0
advanced,scheme,0.0,inf
advanced,hd,0.0,inf
advanced,blu,0.0,inf
advanced,-,0.005050505050505051,0
advanced,ray,0.0,inf
advanced,disc,0.0,inf
access,content,0.0,inf
access,system,0.0,inf
access,standard,0.0,inf
access,distribution,0.0,inf
access,management,0.0,inf
access,next,0.0,inf
access,generation,0.0,inf
access,scheme,0.0,inf
access,hd,0.0,inf
access,blu,0.0,inf
access,-,0.0,inf
access,ray,0.058823529411764705,0
access,disc,0.0,inf
content,system,0.0,inf
content,standard,0.0,inf
content,distribution,0.0,inf
content,management,0.0,inf
content,next,0.0,inf
content,generation,0.0,inf
content,scheme,0.0,inf
content,hd,0.0,inf
content,blu,0.09090909090909091,0
content,-,0.005050505050505051,0
content,ray,0.0,inf
content,disc,0.0196078431372549,0
system,standard,0.0,inf
system,distribution,0.0,inf
system,management,0.0,inf
system,next,0.0,inf
system,generation,0.0,inf
system,scheme,0.0,inf
system,hd,0.0,inf
system,blu,0.0,inf
system,-,0.0,inf
system,ray,0.0,inf
system,disc,0.0,inf
standard,distribution,0.0,inf
standard,management,0.0,inf
standard,next,0.0,inf
standard,generation,0.0,inf
standard,scheme,0.0,inf
standard,hd,0.0,inf
standard,blu,0.0,inf
standard,-,0.005050505050505051,0
standard,ray,0.0,inf
standard,disc,0.0,inf
distribution,management,0.0,inf
distribution,next,0.0,inf
distribution,generation,0.0,inf
distribution,scheme,0.0,inf
distribution,hd,0.0,inf
distribution,blu,0.0,inf
distribution,-,0.0,inf
distribution,ray,0.0,inf
distribution,disc,0.0,inf
management,next,0.0,inf
management,generation,0.0,inf
management,scheme,0.0,inf
management,hd,0.0,inf
management,blu,0.0,inf
management,-,0.0,inf
management,ray,0.0,inf
management,disc,0.0,inf
next,generation,0.3333333333333333,0
next,scheme,0.0,inf
next,hd,0.0,inf
next,blu,0.0,inf
next,-,0.005050505050505051,0
next,ray,0.0,inf
next,disc,0.0,inf
generation,scheme,0.0,inf
generation,hd,0.0,inf
generation,blu,0.0,inf
generation,-,0.005050505050505051,0
generation,ray,0.0,inf
generation,disc,0.0,inf
scheme,hd,0.0,inf
scheme,blu,0.0,inf
scheme,-,0.0,inf
scheme,ray,0.0,inf
scheme,disc,0.0,inf
hd,blu,0.0,inf
hd,-,0.005050505050505051,0
hd,ray,0.0,inf
hd,disc,0.0196078431372549,0
blu,-,0.015151515151515152,0
blu,ray,0.058823529411764705,0
blu,disc,0.0392156862745098,0
-,ray,0.010101010101010102,0
-,disc,0.030303030303030304,0
ray,disc,0.0,inf
prison,control,0.0,inf
prison,air,0.0,inf
prison,force.,0.0,inf
control,air,0.0,inf
control,force.,0.0,inf
air,force.,0.018867924528301886,0
term,used,0.0,inf
term,number,0.0,inf
term,create,0.0,inf
term,unique,0.0,inf
term,identity,0.0,inf
term,entity,0.0,inf
term,word,0.045454545454545456,0
used,number,0.0,inf
used,create,0.0,inf
used,unique,0.0,inf
used,identity,0.0,inf
used,entity,0.0,inf
used,word,0.0,inf
number,create,0.0,inf
number,unique,0.0,inf
number,identity,0.0,inf
number,entity,0.0,inf
number,word,0.0,inf
create,unique,0.0,inf
create,identity,0.0,inf
create,entity,0.0,inf
